batch_size,epoch,learning_time,loss,accuracy
10,10,105.07586932182312,0.37035003304481506,0.9326000213623047
10,20,214.65389013290405,0.6138625144958496,0.9315000176429749
10,30,321.3477292060852,0.6892174482345581,0.9283999800682068
10,40,426.4942319393158,0.8930872082710266,0.9286999702453613
10,50,534.881502866745,0.9738343954086304,0.9229999780654907
10,60,638.3571219444275,1.0883944034576416,0.9275000095367432
10,70,741.9773714542389,1.5449810028076172,0.9293000102043152
10,80,844.5923089981079,1.7232213020324707,0.9193999767303467
10,90,972.3908908367157,1.6200512647628784,0.930899977684021
10,100,1074.7107102870941,2.379880428314209,0.9272000193595886
20,10,52.52032399177551,0.2830679416656494,0.9401999711990356
20,20,105.16799855232239,0.4869087338447571,0.9416999816894531
20,30,155.4391314983368,0.6406983137130737,0.9442999958992004
20,40,210.85412645339966,0.5738398432731628,0.9472000002861023
20,50,269.9178638458252,0.7370508909225464,0.9381999969482422
20,60,320.0633714199066,0.9092066287994385,0.9399999976158142
20,70,375.5160160064697,0.9286009073257446,0.9419000148773193
20,80,428.8870761394501,1.0528199672698975,0.9473000168800354
20,90,470.6172032356262,1.3422715663909912,0.9375
20,100,528.296308517456,1.2955856323242188,0.9456999897956848
30,10,37.47053384780884,0.3247320353984833,0.9465000033378601
30,20,75.24424576759338,0.3322569727897644,0.9513000249862671
30,30,111.93611216545105,0.45584189891815186,0.9488000273704529
30,40,146.99967408180237,0.5457861423492432,0.9496999979019165
30,50,183.0913896560669,0.6597737669944763,0.9480000138282776
30,60,223.92211437225342,0.7206652760505676,0.9574000239372253
30,70,261.4960696697235,0.7523397207260132,0.9459999799728394
30,80,301.00564646720886,1.0555155277252197,0.9498999714851379
30,90,333.6933298110962,1.0905083417892456,0.9508000016212463
30,100,372.42959475517273,1.1162363290786743,0.9466000199317932
40,10,28.379933834075928,0.283740758895874,0.9437999725341797
40,20,56.93897986412048,0.32486623525619507,0.954800009727478
40,30,83.28660988807678,0.3639189600944519,0.953000009059906
40,40,112.58344435691833,0.5901125073432922,0.9502999782562256
40,50,142.38380694389343,0.5364227294921875,0.9480999708175659
40,60,169.94872283935547,0.800288736820221,0.9581000208854675
40,70,202.09087133407593,0.9924491047859192,0.9557999968528748
40,80,226.57915043830872,0.9967703223228455,0.9535999894142151
40,90,256.49330496788025,1.2212275266647339,0.9574999809265137
40,100,285.90659403800964,1.3030202388763428,0.9527000188827515
50,10,23.205668926239014,0.23108217120170593,0.9516000151634216
50,20,46.211779832839966,0.31551140546798706,0.9563000202178955
50,30,69.29588270187378,0.4428364336490631,0.9491999745368958
50,40,90.59279441833496,0.5369824171066284,0.9570000171661377
50,50,114.6027762889862,0.5364125370979309,0.9571999907493591
50,60,136.7755959033966,0.7298620939254761,0.9531000256538391
50,70,159.18660163879395,0.9168194532394409,0.9570000171661377
50,80,182.8764328956604,0.8575881123542786,0.9592000246047974
50,90,206.69927883148193,1.1668494939804077,0.963699996471405
50,100,232.45901536941528,1.3994961977005005,0.9595000147819519
60,10,19.40342378616333,0.2487889677286148,0.9444000124931335
60,20,39.35946583747864,0.2790831923484802,0.9602000117301941
60,30,58.20696663856506,0.4064590036869049,0.9613999724388123
60,40,76.66416096687317,0.4532521367073059,0.9557999968528748
60,50,95.10463237762451,0.5867926478385925,0.95660001039505
60,60,113.93537950515747,0.5407989025115967,0.9575999975204468
60,70,134.45747447013855,0.6347717046737671,0.9584000110626221
60,80,153.88541984558105,0.9289301037788391,0.9603999853134155
60,90,170.566486120224,0.9528824090957642,0.9585000276565552
60,100,189.91394567489624,0.914894163608551,0.958299994468689
70,10,17.370262622833252,0.21987375617027283,0.9506999850273132
70,20,34.283183097839355,0.27756908535957336,0.9562000036239624
70,30,51.46007585525513,0.35264796018600464,0.960099995136261
70,40,69.1528685092926,0.47941240668296814,0.9629999995231628
70,50,85.1735782623291,0.5680213570594788,0.9613999724388123
70,60,101.71197962760925,0.6692444086074829,0.9621000289916992
70,70,119.36824584007263,0.7623858451843262,0.9607999920845032
70,80,135.61552214622498,1.0835776329040527,0.9610999822616577
70,90,153.47234272956848,1.0807418823242188,0.9666000008583069
70,100,169.97563219070435,0.9806056618690491,0.963100016117096
80,10,14.900309324264526,0.25343450903892517,0.9506000280380249
80,20,29.38774847984314,0.25339025259017944,0.9631999731063843
80,30,42.85896277427673,0.30929189920425415,0.9621999859809875
80,40,57.61355423927307,0.5319482684135437,0.9603999853134155
80,50,71.00925540924072,0.5366984009742737,0.9631999731063843
80,60,87.01951551437378,0.5084355473518372,0.963699996471405
80,70,101.20850777626038,0.6980627775192261,0.960099995136261
80,80,116.58495616912842,0.8140645623207092,0.958899974822998
80,90,127.24010014533997,0.7780671119689941,0.9613999724388123
80,100,145.712961435318,1.0603305101394653,0.9656000137329102
90,10,13.434600353240967,0.2530863583087921,0.9531000256538391
90,20,26.489194869995117,0.2863085865974426,0.9545000195503235
90,30,40.37378478050232,0.31260669231414795,0.9624000191688538
90,40,53.57069754600525,0.44138360023498535,0.9627000093460083
90,50,67.55438566207886,0.5140067338943481,0.9602000117301941
90,60,80.60679793357849,0.6746951341629028,0.9621000289916992
90,70,92.47640681266785,0.7529388070106506,0.9606000185012817
90,80,107.27339434623718,0.8605549931526184,0.9652000069618225
90,90,119.22471690177917,0.7729877829551697,0.9652000069618225
90,100,133.51142644882202,0.9838525652885437,0.9648000001907349
100,10,12.208680391311646,0.2634725272655487,0.9520999789237976
100,20,23.543708086013794,0.28888484835624695,0.9569000005722046
100,30,35.21927332878113,0.345918744802475,0.963100016117096
100,40,46.539530515670776,0.4581027328968048,0.9624999761581421
100,50,57.94957661628723,0.5610133409500122,0.9668999910354614
100,60,69.51050758361816,0.5945884585380554,0.9664000272750854
100,70,80.56236362457275,0.7969163656234741,0.9599000215530396
100,80,93.28358435630798,0.902855396270752,0.9690999984741211
100,90,104.06692957878113,0.9854578375816345,0.9649999737739563
100,100,116.44619250297546,1.069597840309143,0.9646000266075134
